,NEAT,SGA,SLM (OLS)
0,0.00446107711330859,0.005338962027890083,0.00571787195053479
1,0.004445775944756512,0.005300693797108159,0.006437679147924539
2,0.004368910784734864,0.00512840501108496,0.008679775199453767
3,0.0043789178369833945,0.004908738607218797,0.007435551934494384
4,0.0043246704003832605,0.004832888702068209,0.011485154233475889
5,0.004399827914977005,0.004704678664461921,0.018496247578824197
6,0.004427511939802699,0.004587769980081889,0.019654802569888483
7,0.00448115302473636,0.004652983225645419,0.020824987946366422
8,0.004538910425779293,0.004629368218764651,0.0
9,0.0045779226051913275,0.004530184936479966,
10,0.004739697304782459,0.004618135875218593,
11,0.004907113745933214,0.004856335143479122,
12,0.00492069497517304,0.0048504729510918144,
13,0.005107595788619733,0.004940687814499288,
14,0.005362196958285751,0.004930758487627274,
15,0.005367050552311836,0.004967778541625985,
16,0.005419173274731215,0.004994212996095558,
17,0.0055377199831251125,0.0050610721390059385,
18,0.005588808428735884,0.005189078271152706,
19,0.005603886350874134,0.005242089860673175,
20,0.005662561042515048,0.00528352897510626,
21,0.005677133358305138,0.005437896006751554,
22,0.005816415372237596,0.005633563515482397,
23,0.005908275268795646,0.0057227274277361065,
24,0.005995555219560738,0.005745024125075957,
25,0.006224533490859378,0.005918279719248314,
26,0.0064842257377318215,0.005846188530790046,
27,0.006888788396900504,0.005905579101323462,
28,0.006962154147757631,0.005878931963997025,
29,0.007004952443117853,0.006008801712330349,
30,0.007079164347127246,0.006151444267424458,
31,0.007182189409876624,0.006163500932762781,
32,0.007233749101863829,0.0063280249837997715,
33,0.007265148730542647,0.006332385240053498,
34,0.007308901345778365,0.006455009251934419,
35,0.007339792149287188,0.006430160150416008,
36,0.007365553836308518,0.0065054076996150095,
37,0.007382600536670744,0.0066866487576911875,
38,0.007389306301826076,0.006630975197467818,
39,0.007391009074005977,0.006671358417981537,
40,0.007400799727880056,0.006632223561700911,
41,0.007441876471320755,0.0065914082083865545,
42,0.0074563614495336975,0.0065860991616360845,
43,0.007556643904826559,0.006571086370529888,
44,0.0075995532668362165,0.0065457357012833894,
45,0.007608818057685363,0.006540853607552891,
46,0.0076545492426741,0.006539081964300992,
47,0.0077443012547775076,0.006643099376715869,
48,0.007921038441139793,0.006655132862977243,
49,0.007960627178471517,0.006634053792275645,
50,0.007960662797727175,0.006798700095353539,
51,0.007970491446663135,0.006804978936716212,
52,0.008122348892122464,0.006848733886401398,
53,0.008156980049298707,0.006844352217150679,
54,0.008174639390954194,0.0068443631889934485,
55,0.008515380208420856,0.0068332621125784514,
56,0.008561905917029525,0.0068473243872717,
57,0.008561904288639692,0.006885427674610135,
58,0.008577053656713665,0.0068717166436015956,
59,0.008647650095628135,0.006885622201600673,
60,0.008685117870904988,0.006954397373223867,
61,0.00869690294203561,0.006963894103567341,
62,0.008697987625944316,0.006940972552804602,
63,0.008713529405460815,0.006949010509557714,
64,0.00886677952342038,0.006929886564329965,
65,0.00890110025003603,0.006929769860289025,
66,0.008961010779074982,0.006920251180423789,
67,0.008962502302129294,0.006869359762908878,
68,0.008962502302129294,0.006885025295408848,
69,0.009031555315643716,0.0068834996563939335,
70,0.00903190509279219,0.006858403402109408,
71,0.00903190509279219,0.006841299568978856,
72,0.009125575884651387,0.00689793300112404,
73,0.009291355156158778,0.006872282536744135,
74,0.009294888932323607,0.006907165221925181,
75,0.009297300503110747,0.0069016185200906814,
76,0.009337169890828962,0.006908937076281862,
77,0.009355892274044396,0.006899652371785867,
78,0.009459147119114032,0.006988842658804797,
79,0.009459147119114032,0.006976932904643167,
80,0.009452404662318625,0.006962017819462394,
81,0.009473411609746052,0.007035124937391401,
82,0.009477075859791085,0.0070458139276929664,
83,0.009475550501789196,0.007038572403493911,
84,0.009472308501728845,0.007048195726665067,
85,0.00951500724195093,0.007021658344015883,
86,0.009594250254935845,0.007037611938608587,
87,0.009676693777561257,0.007035099573600655,
88,0.00968493737825471,0.007076313258613073,
89,0.009694972752319278,0.007120078113926786,
90,0.009711167162337093,0.007124446737878758,
91,0.009714237403085562,0.007107083908301565,
92,0.009751930398142815,0.007211797086138641,
93,0.009857619700812323,0.00720123941569841,
94,0.009867908003555073,0.007234713646916198,
95,0.00988386831673809,0.007237723983000349,
96,0.009883948913787206,0.007259887463024833,
97,0.009886408825459806,0.0073017061803608545,
98,0.009946361030814857,0.0073027758339923475,
99,0.010051140535264392,0.007310231052277468,
100,0.010074544893377243,0.007332215521349997,
101,0.010112519442000591,0.0073912686646563025,
102,0.010113372442963408,0.007505275562579666,
103,0.010194341685124796,0.00750956258874023,
104,0.010194341685124796,0.007552535549438501,
105,0.010200975119401956,0.00759234091634415,
106,0.010243269147180994,0.007643658862211282,
107,0.010254252804889525,0.007676199811553399,
108,0.010256004440969423,0.00768604480969232,
109,0.010282147855601047,0.007683423713953047,
110,0.010429527022070518,0.007691606407278851,
111,0.010429505238712436,0.007714884670753443,
112,0.010429505238712436,0.007727801788510132,
113,0.01047634426934493,0.007710384866467942,
114,0.010520419588805204,0.007747481872993983,
115,0.01052090142069909,0.0077399126511425356,
116,0.010520952354454171,0.00774366109417915,
117,0.010520952354454171,0.007716297105550074,
118,0.010549506504326714,0.007699769746740425,
119,0.010549506504326714,0.007703162413513166,
120,0.010549130724705775,0.007691032099792522,
121,0.010571832361485031,0.007673430846957964,
122,0.010568059011785647,0.007684380116787606,
123,0.010611205720732835,0.0076897064107987545,
124,0.010611970136996437,0.007690298772641085,
125,0.010613675203719258,0.007669404898159056,
126,0.010620024433821009,0.007657823138158617,
127,0.01063684886954956,0.007679399515213313,
128,0.010656840992037694,0.0076667722576767485,
129,0.010656840992037694,0.0076575107094338625,
130,0.010659555760250475,0.007642804672392072,
131,0.010661482775966766,0.007640149047269017,
132,0.010662774978877212,0.007720472658894149,
133,0.010664060266282945,0.007723759343982285,
134,0.010665883725292155,0.0077051290941202045,
135,0.010665883725292155,0.0077503748640644155,
136,0.010675597068012018,0.0077623232553796885,
137,0.010735469074285032,0.007768559541790586,
138,0.010737087744130134,0.007783395494386894,
139,0.01077751365384106,0.00778591358274958,
140,0.01083314376839409,0.007798786086583796,
141,0.010839052132857857,0.007806527681756087,
142,0.010867244944834981,0.00781871142659307,
143,0.010924644413770059,0.007816795962294251,
144,0.01096596488587648,0.007847510387010712,
145,0.01096596488587648,0.007853928822074042,
146,0.010969462942063642,0.007835613753895227,
147,0.010981121762020778,0.007844935947283038,
148,0.01100087118635293,0.007847368320764669,
149,0.011007629450387966,0.00784629839375636,
150,0.011007629450387966,0.00783109083378761,
151,0.011007924578567193,0.00783722040419265,
152,0.011007924578567193,0.007831695502389336,
153,0.011012562776415078,0.007826926403664392,
154,0.01108615495841201,0.00790371632549444,
155,0.0111255085796621,0.007882770141375013,
156,0.011135461160297244,0.007907466937056644,
157,0.011143470555028708,0.007910807382097833,
158,0.011143470555028708,0.007912918919965088,
159,0.01114358197902735,0.007915632148328898,
160,0.011144105656756663,0.007905882686092255,
161,0.011155861815686296,0.007918325418852677,
162,0.011226087676608903,0.007908756247496896,
163,0.011233174916986558,0.007921371550621024,
164,0.011340900976098148,0.007916507239913082,
165,0.011340900976098148,0.007923914751017593,
166,0.011447118462650997,0.007925383201563146,
167,0.011460642810011528,0.007946616237364415,
168,0.011460917980244205,0.007940417361753702,
169,0.011460917980244205,0.00797624649905165,
170,0.011470880913373263,0.007999077881530982,
171,0.011473096270184746,0.008018181392203356,
172,0.011512357292662857,0.00803635149034457,
173,0.011512357292662857,0.008035367835431632,
174,0.011510141141500532,0.008058189586368888,
175,0.011530065682181522,0.008055792247914872,
176,0.011530065682181522,0.00808380406747641,
177,0.011530065682181522,0.008063911560770024,
178,0.011530065682181522,0.008079605763062528,
179,0.01158245244398032,0.008107968162199893,
180,0.011573039972841252,0.00814180936984073,
181,0.011569328623605104,0.008147424508033218,
182,0.01159023748415778,0.008193499293613675,
183,0.011645156279051501,0.008186927466236697,
184,0.011645156279051501,0.008210525965951601,
185,0.01164430403102111,0.008212700992379151,
186,0.011651747817238243,0.008217628363801771,
187,0.0116518069464075,0.008227364490373328,
188,0.011651801114551798,0.008224274516079898,
189,0.01165437730722351,0.008233736966829589,
190,0.011655119502268604,0.00828321622694782,
191,0.011655119502268604,0.008308955432595341,
192,0.011656772317558798,0.008333380037419834,
193,0.01165629877856851,0.0083420385098816,
194,0.011655992591191098,0.008355985649914962,
195,0.011655479523606627,0.00835980491816724,
196,0.011685638305076093,0.008357996143531301,
197,0.011685599269892205,0.008347481189350654,
198,0.011687137359367293,0.008336745302636556,
199,0.011687137359367293,0.008392686746219435,
200,0.011686861380579457,0.008384845680636983,
