7.161286,7.835325,2.911583,0.984049,-1.499546,-2.094097,0.576,-1.205671,1.849122,-0.425598,-0.105672,1.728885,1.788986,0.849798,-1.109353,0.537904,-0.115368,5.069512,6.00771,0.820869,0.89619,0.131699,0.859286,2.059065,0.266773,1.192932,-1.421091,2.128661,-1.288109,1.458738,-0.734508,-0.092678,-0.571314,-0.142634,2.748619,3.099077,0.31727,-0.13058,2.048282,-0.173489,0.324616,-0.300817,0.471089,-0.538577,-0.979124,-0.679165,0.135963,-1.094049,-0.072197,-0.752002,-0.660715,1.319729,1.094839,-0.937659,-0.895371,-0.734962,0.441859,0.389178,-0.944584,-0.04361,-1.504263,0.351267,-1.018726,-0.174878,-1.089543,-0.66884,-0.914772,-0.83625,-15.75,-47.95
0.225763,-0.094169,-0.603646,0.497745,0.874036,0.29028,-0.077659,-0.887385,0.432062,-0.093963,0.029105,0.407297,-0.034418,-6.07E-04,-1.587712,-0.134767,0.67905,0.867759,0.549205,-0.357172,-0.578459,0.293603,-0.369997,-0.360397,-0.088276,-0.68448,-0.420736,0.263,0.074617,0.277973,0.468588,0.978996,0.586847,0.760345,1.400111,0.943587,-0.402494,0.058298,-0.221967,-0.302481,-0.539966,0.179847,-0.634147,-0.252916,-0.441251,-0.342925,0.628843,0.212837,-0.038171,-0.44029,-0.157062,1.627259,1.989545,-0.357803,-0.176835,0.406589,-0.623764,-0.653021,-0.082645,-0.947933,-0.495712,-0.465077,-0.157861,-0.157189,0.380951,1.088478,-0.123595,1.391141,14.91,-23.51
-0.692525,-0.517801,-0.788035,1.214351,-0.907214,0.880213,0.406899,-0.694895,-0.901869,-1.701574,-0.903893,-0.791393,-1.667463,-0.334004,-0.151747,1.210807,1.045059,-0.672476,-0.463102,-0.747421,0.069946,0.305318,0.551537,-0.705611,-0.301218,-0.365297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.735562,-0.684055,2.058215,0.716328,-0.011393,0.805396,1.497982,0.114752,0.692847,0.052377,0.024625,0.429205,0.576029,0.400389,0.519513,0.509497,1.303073,-0.055956,0.001966,2.255016,0.332082,-0.051894,0.376492,1.169377,-0.733187,0.672438,0.979776,0.3906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.570272,0.273157,-0.279214,0.083456,1.049331,-0.869295,-0.265858,-0.401676,-0.872639,1.147483,-0.287746,1.824638,-0.861848,-0.229361,-0.966604,0.278767,0.060231,0.035642,-0.044704,-0.718237,-0.733049,-1.136788,-1.301985,-0.312192,-0.671557,-0.57933,-0.772117,-0.371718,-0.48382,0.068485,0.682731,0.867177,0.769446,1.226698,0.557925,0.175588,-0.324638,-0.089385,-0.186612,-0.415299,1.094179,0.298009,-0.479234,0.239411,-0.388596,-0.013394,0.517086,0.120622,0.31707,0.287059,0.607333,0.984157,0.279686,-0.784654,-0.078594,-0.250279,-1.169305,-0.052781,-0.180181,-0.500785,-0.919463,-0.667912,-0.820172,-0.190488,0.306974,0.119658,0.271838,1.289783,34.03,-6.85
0.059217,0.034537,-0.703441,0.188652,-0.270353,1.420526,0.467766,0.209594,-0.496505,1.239908,0.241493,-0.258381,1.944521,-1.037235,0.250967,-0.106169,0.012665,1.208937,1.136594,-0.499356,-0.812315,0.707096,0.155801,0.451774,0.854111,1.211973,0.227121,-0.626188,-0.094155,-0.057997,-0.074075,-0.289063,-0.685688,-0.422618,1.791713,1.39226,-0.166716,0.290893,0.28494,1.040583,0.056155,1.119458,1.65977,-0.302015,0.164696,1.381299,-0.241382,0.089011,-0.454603,-0.398362,0.224597,2.949133,2.85651,0.03953,-0.196953,0.526687,1.241737,0.728226,1.404666,1.428818,0.501017,-0.354263,0.445184,0.060328,0.075293,-0.170387,-0.506187,-0.00847,12.65,-8
-0.280628,-0.310082,-0.756816,0.839033,-0.19667,1.153469,-0.473974,1.491603,-0.105328,1.365001,-1.786353,-1.681866,-1.83653,-0.074443,1.324338,-1.292025,-0.498635,0.234003,0.192691,-0.503408,0.841805,1.107755,1.071172,1.600782,0.542038,2.716828,2.359561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.50384,-0.63308,-0.142764,-0.065937,0.259608,0.338967,-0.196791,1.638602,0.93385,0.415837,1.030814,0.066638,0.110161,-0.33842,0.25071,-0.393713,-0.464238,0.204039,-0.070484,0.724351,-0.287228,-0.060067,-0.014404,0.306607,-0.074772,0.058382,-0.234756,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.358054,0.224749,-0.418566,0.010736,0.160657,-0.046321,-0.302215,0.53456,-0.561671,-0.335905,-1.521909,1.397751,-0.698096,-1.014879,-0.043816,-1.296258,-0.250795,0.301849,0.339704,-0.675542,-0.277438,0.133157,-0.316026,-0.618837,-1.232046,-0.547585,-0.634372,-0.921439,-0.797222,-0.803877,-0.343827,-0.534766,-0.465054,-0.882002,1.127116,0.749075,-0.566006,0.556556,-0.465549,-0.420091,-1.003737,-1.167636,-0.948876,-0.898707,-0.760429,-0.723658,-0.411123,-0.354424,-0.771981,-0.82892,-1.039404,2.02009,2.130913,-0.54381,-0.2449,0.229601,-0.442777,-1.032297,-0.976285,-1.041671,-0.899664,-1.127195,-1.116885,-1.043855,-0.922181,-0.870768,-0.834012,-0.929364,52.5,-0.12
-0.905772,-0.576675,-0.715466,-0.60378,0.247513,1.131966,-0.389026,0.129503,1.017126,1.191,0.341688,-0.428769,0.069222,-0.681996,1.290348,-0.145094,-0.89865,-0.862128,-0.48049,-0.806471,-0.406467,0.354059,-0.665856,-0.932781,-0.585612,-0.004336,-0.534425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
