240,252,325,17,12,2,3,0,0,0,0,0,0,0,0,0,17,5,0.647,0,0,0.353,0.294,1,1,0,4,2,13.1,7.83,560,6.01,0,0.0191,0,0,2.97,-0.764,0,0,0,0.549,0,0,-0.0856,0,0,3.16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,0,0,1.62,0,4.47,0,0,2.76,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,3,3,1,2,0.763,-1.59,0.64,-1.03,0.123,-0.559,3.66,1.59,0.218,-0.39,130,27.8,25.6,1,2,9.62e-05,0.959,0.00807,0.0333,0,0.959,0.355,0.292,60
460,466,592,33,26,1,5,0,0,1,0,0,0,1,0,0,34,9,0.59,0.06,0,0.35,0.13,2,2,0,6,4,24.7,15.5,3120,9.78,0,-0.23,0,3.29,6.23,-2.01,0,0,-1.13,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,29.1,10.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,0,7.96,0,0,0,0,0,10.5,0,3.03,5.95,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,6,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,3,5,0,1,0.64,-2.03,0.64,-1.76,0,-0.27,5.43,2.03,0.26,-0.41,246,53.3,48.8,1,1,0.841,6e-04,0,0.158,0.841,0,0.359,0.0654,70
272,280,397,20,18,0,2,0,0,0,0,0,0,0,0,0,23,0,0.74,0,0,0.26,0,4,1,3,2,2,13.9,9.59,724,2.32,0,6.87,0,0,5.96,2,0,0,0,3.23,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,7.34,0,0,3.82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.43,-0.66,0.43,-0.66,0,0,2.64,0.66,0.22,-0.39,148,35.9,31.5,1,0,0.0011,0,0.999,0,0.0011,0,0.2,0.0999,43
468,322,429,34,23,0,11,0,0,0,0,0,0,0,0,0,37,6,0.3,0.11,0,0.59,0.44,4,4,0,3,4,24.4,16.2,4110,0,0,-0.497,0,0,10.3,-1.14,0,0,-2.75,-0.666,-1.17,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,46.5,11,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,3.7,0,0,12.9,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,2,15,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,11,3,11,0,0,0.65,-3.67,0.65,-3.67,0,0,7.7,3.67,0.33,-0.49,242,42.8,45.5,2,0,1,0,0,0,2,0,0.588,0.0294,1
348,308,396,24,16,4,3,0,1,0,0,0,0,0,0,0,25,7,0.4,0.12,0,0.48,0.27,2,2,0,4,4,17.7,11.3,1390,5.41,0,0,0,0,11.7,-0.182,0,0,-0.782,2,0,0,0,0,0,7.5,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05,0,0,0,0,0,0,0,0,0,6.21,0,2.72,0,0,9.91,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,7,5,9,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,0,3,3,4,0.42,-1.46,0,-1.32,0.42,-0.14,4.52,1.81,0.29,-0.74,184,37.8,35.9,2,2,0.985,0,0.0012,0.0136,0.985,0,0.416,0.0839,80
406,406,528,29,21,3,5,0,0,0,0,0,0,0,0,0,30,13,0.7,0.1,0,0.2,0.22,2,1,1,6,2,21.2,13.9,2360,0,0,4.63,0,0,9.57,-2.47,0,0,-2.37,1.03,0,0,0,5.55,0,2.99,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,19,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,0,0,1.45,1.96,0,10.8,0,0,6.13,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,8,3,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,8,2,5,2,3,0.8,-2.33,0.44,-1.7,0.36,-0.63,5.83,2.33,0.28,-0.51,218,46.5,43,2,3,0.378,1e-04,0,0.622,0.379,0,0.461,0.159,33
302,210,275,22,14,2,6,0,0,0,0,0,0,0,0,0,23,0,0.348,0.13,0,0.522,0,2,2,0,1,4,16.3,10.4,1170,0,0,0,0,0,7.28,0,0,0,-2.63,-1.12,0,0,0,0,0,0,0,0,7.53,0,0,0,0,0,0,0,0,0,0,0,36.5,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,4,8,4,6,0,2,0.88,-2.27,0.88,-1.94,0,-0.323,4.77,2.27,0.293,-0.535,156,27.7,28.2,4,2,1,3.91e-19,2.42e-08,1.04e-14,2.78,0,0.672,0.0556,24
383,315,432,28,19,5,4,0,0,0,0,0,0,0,0,0,31,4,0.45,0.03,0,0.52,0.21,4,3,1,2,3,19.7,13.6,2200,3.14,0,2.3,0,0,8.43,0,0,0,-0.111,2.4,0,1.38,0,6.17,0,0,0,0,0,0,0,0,0,9.09,3.77,0,0,0,0,0,0,12.4,10.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,5.71,0,0,7.35,0,0,0,0,3,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,9,5,9,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,4,1,5,0.25,-2.22,0,-1.5,0.25,-0.72,4.93,2.25,0.27,-0.57,202,40.6,40,0,5,0,0.0434,0.957,0,0,0.0434,0.427,0.073,67.5
279,210,277,18,8,3,6,1,0,0,0,0,0,0,0,0,18,6,0.56,0.11,0,0.33,0.31,1,1,0,6,1,13.8,8.31,665,0,0,-1.39,0,0,2.74,-0.916,0,0,0,0.0629,-0.631,0,0,5.3,0,0,0,0,0,0,0,0,0,3.46,0,0,1.12,0,0,0,26.2,22,4.81,0,0,0,0,0,-4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16,0,0,1.69,0,0,4.55,0,0,2.89,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,9,7,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,6,1,2,0.9,-2.24,0.65,-1.9,0.25,-0.34,5.36,2.6,0.35,-0.39,146,25.5,23.6,2,3,0.999,0,0,6e-04,1.41,0,0.856,0.199,100
331,242,289,21,12,2,5,0,1,0,1,0,0,1,0,0,22,4,0.364,0.136,0,0.5,0.262,2,2,0,5,2,15.6,9.79,939,0,0,0.221,0,0,6.99,0,0,0,-1.31,-0.112,0,0,0,4.99,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16,33.9,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,-4.11,0,0,5.84,0,0,2.81,0,0,1.93,1.98,0,1.06,0,0,7.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,8,1,4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,1,5,2,2,0.624,-2.1,0.222,-1.76,0.403,-0.334,4.56,2.1,0.292,-0.541,170,29.8,29.4,2,1,1,3.13e-12,0.000302,1.91e-07,1.01,0,0.524,0.142,61
